fecha;vel_viento;presion_atmosferica;humedad_relativa;frentes_frios;radiacion_solar;luminosidad;contaminacion_atmosferica;cobertura_nubosa;temperatura
30/09/2020;22.0;1025.0;69.0;0;309.0;31.0;345.0;49.0;30.0
01/10/2020;30.0;941.0;40.0;0;175.0;59.0;67.0;33.0;18.0
02/10/2020;36.0;876.0;62.0;0;904.0;77.0;318.0;46.0;24.0
03/10/2020;32.0;1139.0;63.0;1;599.0;2.0;441.0;55.0;25.0
04/10/2020;36.0;970.0;55.0;0;679.0;43.0;80.0;33.0;18.0
05/10/2020;36.0;1090.0;50.0;0;614.0;49.0;401.0;47.0;20.0
06/10/2020;32.0;987.0;70.0;1;487.0;75.0;6.0;41.0;17.0
07/10/2020;37.0;936.0;86.0;1;978.0;28.0;440.0;51.0;28.0
08/10/2020;36.0;1041.0;42.0;0;922.0;67.0;24.0;63.0;28.0
09/10/2020;27.0;991.0;80.0;0;257.0;72.0;438.0;51.0;28.0
10/10/2020;32.0;1050.0;53.0;1;339.0;77.0;147.0;44.0;24.0
11/10/2020;34.0;921.0;39.0;1;785.0;68.0;370.0;54.0;15.0
12/10/2020;25.0;1076.0;40.0;0;539.0;39.0;44.0;54.0;22.0
13/10/2020;32.0;1032.0;25.0;0;122.0;30.0;370.0;52.0;29.0
14/10/2020;35.0;1077.0;52.0;0;643.0;48.0;242.0;69.0;13.0
15/10/2020;27.0;1020.0;97.0;0;570.0;63.0;190.0;43.0;18.0
16/10/2020;37.0;965.0;40.0;1;778.0;6.0;306.0;60.0;15.0
17/10/2020;37.0;1041.0;50.0;0;820.0;70.0;80.0;64.0;15.0
18/10/2020;27.0;1014.0;65.0;1;792.0;49.0;230.0;57.0;14.0
19/10/2020;27.0;948.0;63.0;0;924.0;35.0;69.0;52.0;20.0
20/10/2020;29.0;1026.0;86.0;1;456.0;61.0;302.0;39.0;15.0
21/10/2020;28.0;966.0;63.0;0;632.0;90.0;216.0;37.0;12.0
22/10/2020;27.0;1016.0;21.0;0;134.0;55.0;124.0;55.0;21.0
23/10/2020;29.0;986.0;49.0;0;288.0;19.0;34.0;64.0;15.0
24/10/2020;38.0;960.0;70.0;1;628.0;20.0;335.0;43.0;14.0
25/10/2020;34.0;947.0;54.0;0;982.0;95.0;390.0;40.0;22.0
26/10/2020;36.0;1033.0;39.0;0;889.0;9.0;490.0;50.0;11.0
27/10/2020;34.0;1087.0;53.0;1;104.0;53.0;124.0;57.0;7.0
28/10/2020;29.0;1016.0;81.0;1;665.0;45.0;454.0;47.0;23.0
29/10/2020;24.0;1092.0;25.0;1;337.0;27.0;496.0;42.0;19.0
30/10/2020;27.0;1012.0;74.0;0;765.0;53.0;271.0;55.0;26.0
31/10/2020;19.0;951.0;58.0;0;363.0;57.0;167.0;37.0;19.0
01/11/2020;22.0;1094.0;53.0;1;820.0;3.0;77.0;51.0;13.0
02/11/2020;31.0;1029.0;46.0;1;114.0;24.0;428.0;45.0;20.0
03/11/2020;32.0;951.0;62.0;1;154.0;10.0;448.0;35.0;15.0
04/11/2020;28.0;949.0;51.0;0;577.0;49.0;53.0;35.0;13.0
05/11/2020;36.0;1062.0;56.0;1;714.0;65.0;475.0;61.0;17.0
06/11/2020;34.0;955.0;94.0;1;696.0;19.0;491.0;39.0;13.0
07/11/2020;27.0;1020.0;37.0;0;844.0;14.0;460.0;35.0;27.0
08/11/2020;37.0;1007.0;43.0;1;839.0;19.0;354.0;51.0;10.0
09/11/2020;36.0;1009.0;62.0;0;645.0;14.0;276.0;51.0;20.0
10/11/2020;37.0;978.0;80.0;0;396.0;37.0;206.0;62.0;20.0
11/11/2020;25.0;992.0;50.0;1;675.0;76.0;57.0;41.0;19.0
12/11/2020;24.0;944.0;82.0;1;604.0;33.0;109.0;70.0;12.0
13/11/2020;39.0;1096.0;68.0;1;942.0;26.0;97.0;49.0;24.0
14/11/2020;39.0;1003.0;29.0;0;420.0;10.0;119.0;51.0;20.0
15/11/2020;38.0;981.0;46.0;1;954.0;71.0;352.0;37.0;21.0
16/11/2020;32.0;1037.0;26.0;1;657.0;7.0;225.0;56.0;17.0
17/11/2020;23.0;941.0;35.0;1;736.0;1.0;499.0;57.0;18.0
18/11/2020;32.0;1053.0;33.0;0;977.0;30.0;174.0;52.0;23.0
19/11/2020;39.0;1060.0;31.0;1;461.0;35.0;421.0;54.0;18.0
20/11/2020;32.0;1017.0;48.0;0;807.0;63.0;98.0;44.0;29.0
21/11/2020;33.0;979.0;38.0;1;314.0;36.0;487.0;56.0;19.0
22/11/2020;25.0;982.0;53.0;1;711.0;34.0;489.0;56.0;21.0
23/11/2020;31.0;1071.0;98.0;1;821.0;47.0;126.0;55.0;21.0
24/11/2020;32.0;989.0;26.0;0;136.0;63.0;104.0;34.0;23.0
25/11/2020;31.0;1015.0;53.0;1;836.0;14.0;402.0;45.0;16.0
26/11/2020;33.0;972.0;89.0;1;334.0;80.0;359.0;40.0;15.0
27/11/2020;26.0;884.0;40.0;0;546.0;40.0;438.0;58.0;20.0
28/11/2020;27.0;1056.0;30.0;1;343.0;36.0;392.0;46.0;18.0
29/11/2020;31.0;1125.0;24.0;0;763.0;32.0;187.0;68.0;24.0
30/11/2020;26.0;1061.0;42.0;0;596.0;7.0;483.0;49.0;24.0
01/12/2020;33.0;979.0;95.0;1;517.0;26.0;376.0;47.0;17.0
02/12/2020;24.0;961.0;85.0;1;769.0;67.0;196.0;48.0;12.0
03/12/2020;30.0;1014.0;27.0;1;362.0;74.0;60.0;62.0;13.0
04/12/2020;26.0;1037.0;22.0;1;407.0;32.0;240.0;48.0;15.0
05/12/2020;39.0;1045.0;37.0;0;107.0;36.0;195.0;50.0;18.0
06/12/2020;27.0;1020.0;91.0;0;834.0;74.0;99.0;65.0;27.0
07/12/2020;30.0;965.0;30.0;0;952.0;51.0;303.0;49.0;20.0
08/12/2020;30.0;973.0;66.0;1;689.0;61.0;319.0;46.0;10.0
09/12/2020;33.0;931.0;43.0;1;499.0;61.0;327.0;46.0;7.0
10/12/2020;30.0;1005.0;91.0;0;139.0;9.0;428.0;54.0;25.0
11/12/2020;16.0;974.0;58.0;1;935.0;48.0;232.0;52.0;16.0
12/12/2020;27.0;987.0;27.0;1;410.0;18.0;158.0;56.0;10.0
13/12/2020;39.0;1032.0;82.0;1;482.0;63.0;206.0;41.0;20.0
14/12/2020;33.0;1071.0;89.0;0;391.0;54.0;497.0;59.0;20.0
15/12/2020;33.0;1010.0;54.0;0;745.0;54.0;437.0;61.0;23.0
16/12/2020;29.0;973.0;47.0;0;514.0;44.0;22.0;46.0;15.0
17/12/2020;33.0;1079.0;85.0;1;804.0;20.0;465.0;56.0;22.0
18/12/2020;37.0;986.0;78.0;0;135.0;55.0;16.0;39.0;17.0
19/12/2020;34.0;875.0;83.0;1;256.0;68.0;417.0;56.0;16.0
20/12/2020;24.0;986.0;92.0;1;788.0;54.0;72.0;42.0;17.0
21/12/2020;42.0;968.0;61.0;1;762.0;77.0;333.0;57.0;20.0
22/12/2020;28.0;995.0;27.0;0;415.0;79.0;453.0;49.0;22.0
23/12/2020;25.0;1006.0;76.0;1;855.0;42.0;404.0;54.0;26.0
24/12/2020;27.0;974.0;68.0;1;564.0;44.0;474.0;62.0;14.0
25/12/2020;28.0;985.0;95.0;1;412.0;87.0;56.0;47.0;18.0
26/12/2020;19.0;1005.0;65.0;0;331.0;43.0;496.0;56.0;26.0
27/12/2020;25.0;899.0;22.0;0;666.0;64.0;340.0;58.0;16.0
28/12/2020;36.0;1022.0;58.0;1;590.0;33.0;77.0;39.0;10.0
29/12/2020;33.0;987.0;59.0;1;940.0;94.0;256.0;43.0;14.0
30/12/2020;34.0;938.0;86.0;0;742.0;55.0;159.0;45.0;23.0
31/12/2020;24.0;914.0;34.0;0;970.0;76.0;357.0;52.0;25.0
01/01/2021;38.0;1017.0;29.0;1;888.0;94.0;468.0;50.0;21.0
02/01/2021;31.0;1062.0;35.0;1;829.0;37.0;264.0;38.0;21.0
03/01/2021;34.0;990.0;97.0;0;445.0;98.0;326.0;57.0;23.0
04/01/2021;30.0;916.0;63.0;1;552.0;99.0;449.0;53.0;21.0
05/01/2021;39.0;943.0;86.0;1;245.0;1.0;267.0;46.0;8.0
06/01/2021;22.0;1040.0;74.0;0;293.0;55.0;445.0;37.0;23.0
07/01/2021;37.0;905.0;34.0;1;502.0;89.0;63.0;58.0;11.0
08/01/2021;32.0;952.0;72.0;1;301.0;47.0;331.0;44.0;12.0
09/01/2021;23.0;1074.0;33.0;1;868.0;42.0;483.0;47.0;18.0
10/01/2021;42.0;1123.0;59.0;0;176.0;69.0;264.0;60.0;26.0
11/01/2021;32.0;969.0;37.0;0;350.0;68.0;292.0;48.0;11.0
12/01/2021;35.0;979.0;71.0;1;162.0;7.0;329.0;41.0;12.0
13/01/2021;34.0;1001.0;77.0;0;565.0;73.0;89.0;47.0;26.0
14/01/2021;27.0;965.0;99.0;1;878.0;82.0;142.0;55.0;25.0
15/01/2021;36.0;1083.0;29.0;1;915.0;65.0;233.0;50.0;18.0
16/01/2021;25.0;1055.0;66.0;1;547.0;59.0;383.0;51.0;22.0
17/01/2021;20.0;967.0;45.0;0;231.0;99.0;179.0;28.0;17.0
18/01/2021;27.0;914.0;87.0;0;393.0;71.0;204.0;53.0;26.0
19/01/2021;32.0;978.0;50.0;1;821.0;44.0;335.0;58.0;12.0
20/01/2021;34.0;932.0;44.0;0;369.0;41.0;121.0;46.0;14.0
21/01/2021;29.0;931.0;92.0;0;428.0;39.0;99.0;39.0;13.0
22/01/2021;25.0;980.0;51.0;0;754.0;46.0;125.0;67.0;19.0
23/01/2021;32.0;1008.0;76.0;1;532.0;65.0;112.0;44.0;19.0
24/01/2021;39.0;1016.0;80.0;0;611.0;34.0;155.0;70.0;13.0
25/01/2021;33.0;1014.0;31.0;1;726.0;58.0;380.0;46.0;19.0
26/01/2021;34.0;990.0;94.0;0;883.0;3.0;418.0;55.0;26.0
27/01/2021;36.0;1068.0;47.0;0;233.0;1.0;423.0;37.0;21.0
28/01/2021;28.0;996.0;51.0;1;644.0;29.0;373.0;52.0;10.0
29/01/2021;31.0;950.0;79.0;1;494.0;44.0;309.0;44.0;15.0
30/01/2021;40.0;970.0;52.0;0;459.0;49.0;14.0;48.0;10.0
31/01/2021;34.0;1045.0;52.0;1;786.0;34.0;352.0;57.0;19.0
01/02/2021;32.0;992.0;75.0;1;527.0;86.0;389.0;50.0;29.0
02/02/2021;23.0;946.0;94.0;0;912.0;64.0;32.0;62.0;24.0
03/02/2021;33.0;952.0;69.0;0;530.0;30.0;143.0;64.0;10.0
04/02/2021;29.0;1068.0;44.0;1;259.0;22.0;32.0;54.0;13.0
05/02/2021;36.0;989.0;93.0;1;883.0;1.0;62.0;43.0;18.0
06/02/2021;31.0;1011.0;61.0;0;101.0;5.0;274.0;53.0;14.0
07/02/2021;28.0;1074.0;93.0;0;320.0;77.0;160.0;53.0;14.0
08/02/2021;31.0;995.0;74.0;0;994.0;90.0;417.0;31.0;26.0
09/02/2021;39.0;1050.0;66.0;0;105.0;8.0;317.0;31.0;17.0
10/02/2021;32.0;959.0;38.0;1;664.0;47.0;491.0;53.0;14.0
11/02/2021;28.0;992.0;86.0;0;114.0;67.0;263.0;64.0;13.0
12/02/2021;18.0;1038.0;48.0;0;711.0;67.0;85.0;64.0;23.0
13/02/2021;32.0;957.0;68.0;0;287.0;84.0;53.0;47.0;11.0
14/02/2021;38.0;987.0;88.0;1;696.0;79.0;18.0;56.0;20.0
15/02/2021;31.0;1027.0;61.0;0;270.0;50.0;84.0;51.0;19.0
16/02/2021;25.0;1071.0;33.0;1;399.0;97.0;122.0;53.0;16.0
17/02/2021;39.0;1087.0;80.0;0;661.0;50.0;122.0;31.0;20.0
18/02/2021;24.0;1087.0;40.0;0;399.0;59.0;333.0;68.0;7.0
19/02/2021;34.0;937.0;34.0;0;116.0;80.0;488.0;73.0;18.0
20/02/2021;32.0;1063.0;69.0;1;590.0;27.0;278.0;63.0;18.0
21/02/2021;36.0;1040.0;69.0;0;140.0;79.0;87.0;57.0;20.0
22/02/2021;31.0;1045.0;64.0;1;944.0;19.0;233.0;52.0;21.0
23/02/2021;31.0;967.0;60.0;1;992.0;59.0;237.0;50.0;18.0
24/02/2021;29.0;959.0;56.0;1;995.0;34.0;154.0;35.0;11.0
25/02/2021;30.0;1000.0;37.0;0;212.0;10.0;364.0;54.0;12.0
26/02/2021;28.0;991.0;92.0;0;859.0;82.0;393.0;61.0;27.0
27/02/2021;34.0;1038.0;59.0;0;580.0;77.0;465.0;52.0;25.0
28/02/2021;29.0;1089.0;34.0;1;669.0;94.0;175.0;51.0;17.0
01/03/2021;33.0;962.0;65.0;1;459.0;85.0;24.0;49.0;12.0
02/03/2021;40.0;958.0;100.0;1;869.0;20.0;418.0;50.0;25.0
03/03/2021;22.0;1122.0;86.0;0;711.0;9.0;227.0;56.0;26.0
04/03/2021;29.0;1019.0;80.0;0;456.0;7.0;116.0;43.0;18.0
05/03/2021;25.0;1032.0;85.0;0;297.0;3.0;226.0;43.0;17.0
06/03/2021;29.0;978.0;27.0;1;194.0;87.0;377.0;63.0;19.0
07/03/2021;28.0;993.0;81.0;0;549.0;97.0;116.0;51.0;25.0
08/03/2021;36.0;1032.0;67.0;1;324.0;32.0;393.0;44.0;20.0
09/03/2021;31.0;973.0;39.0;0;573.0;40.0;62.0;46.0;14.0
10/03/2021;29.0;1090.0;66.0;1;788.0;66.0;106.0;58.0;19.0
11/03/2021;25.0;975.0;62.0;1;562.0;86.0;119.0;67.0;14.0
12/03/2021;40.0;1009.0;42.0;0;870.0;31.0;266.0;73.0;17.0
13/03/2021;32.0;908.0;28.0;0;618.0;24.0;452.0;37.0;26.0
14/03/2021;32.0;1006.0;58.0;0;976.0;81.0;287.0;36.0;27.0
15/03/2021;33.0;989.0;99.0;0;188.0;8.0;161.0;32.0;22.0
16/03/2021;36.0;1028.0;42.0;0;546.0;62.0;147.0;45.0;18.0
17/03/2021;37.0;1022.0;62.0;1;417.0;69.0;88.0;69.0;17.0
18/03/2021;45.0;958.0;92.0;0;238.0;62.0;431.0;50.0;23.0
19/03/2021;30.0;954.0;100.0;1;847.0;30.0;312.0;40.0;15.0
20/03/2021;33.0;1037.0;83.0;0;760.0;87.0;346.0;36.0;30.0
21/03/2021;35.0;990.0;38.0;0;854.0;56.0;244.0;62.0;18.0
22/03/2021;23.0;966.0;71.0;0;399.0;3.0;50.0;55.0;26.0
23/03/2021;30.0;938.0;30.0;1;949.0;74.0;10.0;44.0;13.0
24/03/2021;39.0;1004.0;57.0;1;483.0;44.0;104.0;55.0;17.0
25/03/2021;34.0;1014.0;53.0;1;324.0;51.0;302.0;59.0;16.0
26/03/2021;29.0;1045.0;26.0;1;249.0;22.0;471.0;60.0;14.0
27/03/2021;40.0;1079.0;29.0;0;353.0;34.0;127.0;62.0;23.0
28/03/2021;37.0;960.0;22.0;0;285.0;38.0;383.0;41.0;18.0
29/03/2021;24.0;1029.0;77.0;1;174.0;77.0;448.0;56.0;30.0
30/03/2021;26.0;1047.0;86.0;1;404.0;77.0;156.0;40.0;15.0
31/03/2021;39.0;982.0;51.0;1;366.0;59.0;478.0;35.0;17.0
01/04/2021;24.0;1019.0;74.0;1;534.0;9.0;341.0;40.0;26.0
02/04/2021;26.0;1022.0;31.0;1;684.0;26.0;127.0;42.0;22.0
03/04/2021;27.0;1064.0;21.0;1;310.0;86.0;437.0;60.0;32.0
04/04/2021;30.0;1032.0;71.0;0;840.0;59.0;402.0;65.0;32.0
05/04/2021;29.0;995.0;57.0;0;233.0;82.0;197.0;42.0;22.0
06/04/2021;34.0;966.0;62.0;1;213.0;52.0;412.0;55.0;24.0
07/04/2021;19.0;979.0;70.0;1;241.0;85.0;122.0;48.0;24.0
08/04/2021;27.0;1169.0;66.0;0;580.0;20.0;85.0;45.0;21.0
09/04/2021;25.0;1126.0;97.0;1;399.0;80.0;100.0;43.0;31.0
10/04/2021;26.0;1073.0;93.0;0;248.0;37.0;447.0;47.0;32.0
11/04/2021;26.0;1081.0;94.0;1;341.0;7.0;10.0;47.0;21.0
12/04/2021;27.0;1049.0;31.0;1;799.0;60.0;51.0;59.0;27.0
13/04/2021;30.0;910.0;52.0;0;387.0;7.0;471.0;61.0;27.0
14/04/2021;25.0;994.0;58.0;1;979.0;28.0;375.0;54.0;24.0
15/04/2021;15.0;1029.0;34.0;1;803.0;62.0;106.0;57.0;25.0
16/04/2021;19.0;1039.0;85.0;1;298.0;44.0;291.0;52.0;24.0
17/04/2021;24.0;1003.0;42.0;1;496.0;38.0;126.0;44.0;18.0
18/04/2021;33.0;925.0;88.0;0;177.0;19.0;32.0;61.0;36.0
19/04/2021;17.0;1021.0;35.0;0;847.0;91.0;88.0;59.0;20.0
20/04/2021;32.0;1000.0;73.0;1;193.0;28.0;457.0;47.0;10.0
21/04/2021;25.0;1012.0;29.0;1;615.0;50.0;355.0;50.0;33.0
22/04/2021;26.0;1115.0;49.0;0;648.0;25.0;93.0;51.0;21.0
23/04/2021;20.0;1068.0;24.0;0;191.0;38.0;101.0;31.0;25.0
24/04/2021;34.0;1035.0;62.0;1;251.0;43.0;164.0;33.0;20.0
25/04/2021;33.0;1024.0;73.0;1;887.0;36.0;215.0;46.0;29.0
26/04/2021;32.0;970.0;83.0;0;879.0;53.0;143.0;53.0;37.0
27/04/2021;26.0;1175.0;35.0;1;825.0;92.0;364.0;42.0;29.0
28/04/2021;14.0;1028.0;22.0;1;154.0;70.0;476.0;52.0;26.0
29/04/2021;26.0;1006.0;79.0;0;582.0;60.0;32.0;59.0;36.0
30/04/2021;31.0;1074.0;58.0;0;235.0;93.0;322.0;37.0;29.0
01/05/2021;28.0;974.0;67.0;1;828.0;7.0;316.0;57.0;18.0
02/05/2021;30.0;1054.0;42.0;1;219.0;68.0;230.0;56.0;19.0
03/05/2021;28.0;984.0;56.0;1;442.0;76.0;98.0;49.0;24.0
04/05/2021;21.0;981.0;25.0;0;235.0;59.0;459.0;43.0;28.0
05/05/2021;26.0;967.0;91.0;0;956.0;21.0;357.0;48.0;29.0
06/05/2021;27.0;887.0;68.0;1;751.0;20.0;394.0;74.0;28.0
07/05/2021;21.0;1006.0;68.0;0;908.0;65.0;333.0;53.0;17.0
08/05/2021;24.0;1018.0;37.0;0;395.0;86.0;178.0;59.0;24.0
09/05/2021;28.0;990.0;80.0;0;178.0;26.0;482.0;59.0;21.0
10/05/2021;26.0;1003.0;96.0;0;953.0;27.0;175.0;54.0;41.0
11/05/2021;20.0;975.0;81.0;0;623.0;53.0;443.0;49.0;29.0
12/05/2021;26.0;1003.0;41.0;0;879.0;84.0;110.0;61.0;26.0
13/05/2021;33.0;989.0;84.0;1;721.0;90.0;251.0;55.0;23.0
14/05/2021;19.0;1051.0;97.0;0;796.0;19.0;34.0;59.0;31.0
15/05/2021;24.0;934.0;68.0;1;110.0;93.0;495.0;31.0;27.0
16/05/2021;32.0;1048.0;45.0;0;656.0;50.0;273.0;40.0;30.0
17/05/2021;25.0;1099.0;50.0;1;128.0;83.0;155.0;38.0;26.0
18/05/2021;27.0;1003.0;54.0;1;969.0;4.0;338.0;38.0;23.0
19/05/2021;30.0;997.0;60.0;1;475.0;21.0;8.0;53.0;17.0
20/05/2021;31.0;989.0;99.0;0;232.0;15.0;176.0;45.0;16.0
21/05/2021;27.0;995.0;57.0;0;732.0;76.0;144.0;60.0;31.0
22/05/2021;26.0;1062.0;43.0;1;357.0;100.0;316.0;43.0;21.0
23/05/2021;30.0;1011.0;21.0;1;515.0;27.0;198.0;43.0;19.0
24/05/2021;33.0;987.0;56.0;0;310.0;34.0;341.0;46.0;20.0
25/05/2021;25.0;961.0;91.0;1;744.0;63.0;472.0;60.0;23.0
26/05/2021;19.0;905.0;77.0;1;631.0;99.0;437.0;49.0;21.0
27/05/2021;26.0;1021.0;42.0;0;598.0;96.0;356.0;35.0;34.0
28/05/2021;26.0;1032.0;67.0;0;280.0;57.0;269.0;47.0;26.0
29/05/2021;29.0;999.0;73.0;1;677.0;42.0;328.0;51.0;29.0
30/05/2021;16.0;913.0;70.0;0;717.0;63.0;224.0;43.0;36.0
31/05/2021;22.0;985.0;80.0;1;912.0;22.0;435.0;51.0;25.0
01/06/2021;20.0;1072.0;59.0;0;656.0;54.0;158.0;62.0;29.0
02/06/2021;15.0;945.0;89.0;0;630.0;5.0;10.0;59.0;29.0
03/06/2021;23.0;999.0;90.0;0;668.0;7.0;7.0;63.0;31.0
04/06/2021;27.0;1008.0;69.0;1;709.0;72.0;267.0;60.0;22.0
05/06/2021;22.0;1033.0;40.0;1;100.0;97.0;229.0;45.0;28.0
06/06/2021;30.0;1009.0;30.0;1;926.0;21.0;97.0;47.0;17.0
07/06/2021;19.0;1021.0;90.0;0;740.0;79.0;95.0;47.0;25.0
08/06/2021;35.0;1034.0;48.0;1;918.0;86.0;288.0;42.0;27.0
09/06/2021;27.0;932.0;39.0;0;916.0;57.0;381.0;57.0;29.0
10/06/2021;25.0;974.0;71.0;0;864.0;11.0;198.0;44.0;18.0
11/06/2021;21.0;1065.0;31.0;0;404.0;94.0;227.0;47.0;22.0
12/06/2021;24.0;1058.0;89.0;0;187.0;92.0;88.0;43.0;30.0
13/06/2021;28.0;1023.0;21.0;1;646.0;56.0;443.0;58.0;21.0
14/06/2021;23.0;963.0;73.0;1;107.0;90.0;287.0;53.0;22.0
15/06/2021;34.0;1091.0;24.0;0;606.0;36.0;67.0;42.0;29.0
16/06/2021;25.0;928.0;48.0;0;916.0;86.0;324.0;51.0;22.0
17/06/2021;25.0;888.0;29.0;0;786.0;21.0;177.0;56.0;28.0
18/06/2021;35.0;961.0;71.0;1;301.0;66.0;490.0;51.0;24.0
19/06/2021;16.0;976.0;84.0;0;715.0;17.0;471.0;44.0;33.0
20/06/2021;24.0;1151.0;38.0;0;369.0;97.0;103.0;38.0;24.0
21/06/2021;24.0;1063.0;62.0;0;123.0;58.0;319.0;35.0;28.0
22/06/2021;24.0;990.0;55.0;1;968.0;96.0;328.0;37.0;21.0
23/06/2021;34.0;1020.0;22.0;0;733.0;9.0;134.0;46.0;29.0
24/06/2021;28.0;996.0;61.0;0;220.0;76.0;345.0;55.0;29.0
25/06/2021;23.0;935.0;55.0;0;227.0;59.0;48.0;46.0;15.0
26/06/2021;24.0;1047.0;71.0;0;833.0;20.0;270.0;45.0;34.0
27/06/2021;29.0;962.0;67.0;1;940.0;85.0;217.0;51.0;25.0
28/06/2021;31.0;894.0;81.0;0;375.0;72.0;441.0;44.0;36.0
29/06/2021;18.0;1064.0;25.0;0;983.0;52.0;32.0;52.0;30.0
30/06/2021;28.0;1017.0;64.0;0;510.0;36.0;433.0;42.0;35.0
01/07/2021;19.0;1022.0;76.0;1;891.0;87.0;203.0;44.0;31.0
02/07/2021;19.0;1040.0;76.0;0;759.0;14.0;387.0;62.0;30.0
03/07/2021;23.0;848.0;48.0;1;645.0;44.0;389.0;50.0;23.0
04/07/2021;26.0;854.0;36.0;1;886.0;82.0;220.0;43.0;19.0
05/07/2021;30.0;932.0;55.0;0;593.0;90.0;25.0;69.0;23.0
06/07/2021;31.0;994.0;71.0;0;864.0;5.0;366.0;55.0;25.0
07/07/2021;26.0;970.0;37.0;0;491.0;64.0;371.0;45.0;19.0
08/07/2021;26.0;1045.0;41.0;0;162.0;24.0;435.0;41.0;28.0
09/07/2021;47.0;1018.0;44.0;1;579.0;60.0;470.0;50.0;22.0
10/07/2021;23.0;963.0;24.0;0;351.0;38.0;186.0;59.0;25.0
11/07/2021;26.0;1062.0;33.0;0;564.0;7.0;362.0;48.0;21.0
12/07/2021;24.0;1070.0;73.0;1;784.0;28.0;261.0;50.0;28.0
13/07/2021;25.0;938.0;59.0;1;402.0;1.0;181.0;45.0;22.0
14/07/2021;16.0;1043.0;85.0;0;300.0;47.0;138.0;44.0;20.0
15/07/2021;24.0;925.0;41.0;1;320.0;87.0;264.0;36.0;16.0
16/07/2021;23.0;1055.0;59.0;1;609.0;55.0;471.0;53.0;21.0
17/07/2021;13.0;1005.0;69.0;1;173.0;18.0;341.0;43.0;18.0
18/07/2021;17.0;1010.0;27.0;0;445.0;23.0;19.0;42.0;16.0
19/07/2021;21.0;937.0;89.0;0;212.0;6.0;158.0;70.0;30.0
20/07/2021;23.0;1068.0;31.0;0;214.0;27.0;431.0;28.0;21.0
21/07/2021;25.0;1049.0;73.0;1;986.0;67.0;25.0;58.0;25.0
22/07/2021;26.0;1020.0;36.0;0;222.0;56.0;250.0;54.0;25.0
23/07/2021;21.0;926.0;21.0;1;752.0;98.0;344.0;47.0;31.0
24/07/2021;28.0;1039.0;90.0;1;575.0;95.0;95.0;53.0;28.0
25/07/2021;33.0;992.0;38.0;1;480.0;85.0;113.0;57.0;13.0
26/07/2021;30.0;968.0;85.0;1;878.0;99.0;454.0;47.0;21.0
27/07/2021;32.0;1113.0;22.0;0;199.0;5.0;146.0;40.0;19.0
28/07/2021;37.0;1032.0;67.0;1;229.0;84.0;399.0;50.0;29.0
29/07/2021;28.0;1061.0;70.0;0;134.0;43.0;125.0;41.0;24.0
30/07/2021;26.0;997.0;71.0;1;949.0;54.0;249.0;38.0;18.0
31/07/2021;27.0;1004.0;36.0;1;244.0;82.0;193.0;51.0;23.0
01/08/2021;18.0;1034.0;68.0;0;645.0;56.0;425.0;56.0;25.0
02/08/2021;25.0;858.0;90.0;0;565.0;98.0;341.0;47.0;28.0
03/08/2021;18.0;934.0;95.0;0;738.0;47.0;272.0;60.0;27.0
04/08/2021;28.0;1025.0;60.0;1;678.0;66.0;118.0;39.0;16.0
05/08/2021;27.0;970.0;26.0;1;759.0;65.0;1.0;53.0;21.0
06/08/2021;39.0;988.0;53.0;1;461.0;83.0;46.0;64.0;14.0
07/08/2021;32.0;1006.0;97.0;1;396.0;94.0;205.0;65.0;20.0
08/08/2021;23.0;1079.0;37.0;0;598.0;5.0;63.0;56.0;24.0
09/08/2021;27.0;1095.0;37.0;0;689.0;61.0;431.0;43.0;28.0
10/08/2021;30.0;1107.0;63.0;0;542.0;88.0;110.0;68.0;27.0
11/08/2021;25.0;1019.0;44.0;0;133.0;23.0;301.0;41.0;27.0
12/08/2021;29.0;1077.0;100.0;1;568.0;80.0;295.0;40.0;24.0
13/08/2021;29.0;1050.0;76.0;1;679.0;51.0;358.0;45.0;34.0
14/08/2021;25.0;976.0;55.0;0;256.0;88.0;35.0;47.0;24.0
15/08/2021;20.0;1040.0;69.0;1;788.0;44.0;359.0;41.0;22.0
16/08/2021;27.0;902.0;37.0;0;246.0;44.0;280.0;32.0;18.0
17/08/2021;30.0;1004.0;78.0;1;973.0;1.0;3.0;39.0;27.0
18/08/2021;33.0;924.0;83.0;0;889.0;83.0;116.0;35.0;39.0
19/08/2021;24.0;936.0;62.0;0;218.0;32.0;257.0;61.0;18.0
20/08/2021;20.0;1089.0;48.0;0;926.0;72.0;430.0;58.0;29.0
21/08/2021;21.0;1002.0;34.0;1;996.0;61.0;241.0;65.0;21.0
22/08/2021;27.0;1003.0;88.0;1;864.0;48.0;225.0;57.0;18.0
23/08/2021;32.0;993.0;21.0;1;674.0;77.0;94.0;29.0;20.0
24/08/2021;32.0;990.0;39.0;0;877.0;28.0;73.0;39.0;30.0
25/08/2021;28.0;991.0;56.0;0;597.0;75.0;346.0;47.0;26.0
26/08/2021;22.0;997.0;75.0;0;787.0;4.0;394.0;51.0;26.0
27/08/2021;26.0;957.0;20.0;0;973.0;11.0;51.0;40.0;22.0
28/08/2021;17.0;1027.0;30.0;0;699.0;63.0;410.0;36.0;24.0
29/08/2021;24.0;1022.0;51.0;1;707.0;29.0;309.0;37.0;19.0
30/08/2021;38.0;973.0;46.0;1;531.0;96.0;91.0;47.0;21.0
